movieId,tagId,relevance
1,522,0.04725
1,523,0.028
1,524,0.0885
1,525,0.0295
1,526,0.14025
1,527,0.21325
1,528,0.62925
1,529,0.689
1,530,0.07
1,531,0.2785
1,532,0.2265
1,533,0.02575
1,534,0.0455
1,535,0.5305
1,536,0.942
1,537,0.02425
1,538,0.02
1,539,0.0125
1,540,0.13175
1,541,0.019
1,542,0.01575
1,543,0.2225
1,544,0.066
1,545,0.062
1,546,0.05425
1,547,0.077
1,548,0.34125
1,549,0.18875
1,550,0.10075
1,551,0.1565
1,552,0.05425
1,553,0.49275
1,554,0.57875
1,555,0.1625
1,556,0.07575
1,557,0.12975
1,558,0.113
1,559,0.00525
1,560,0.02175
1,561,0.0055
1,562,0.09175
1,563,0.0375
1,564,0.22725
1,565,0.1455
1,566,0.0535
1,567,0.054
1,568,0.27425
1,569,0.02425
1,570,0.01425
1,571,0.011
1,572,0.02925
1,573,0.00325
1,574,0.018
1,575,0.01625
1,576,0.01875
1,577,0.0085
1,578,0.06725
1,579,0.03625
1,580,0.04625
1,581,0.06375
1,582,0.031
1,583,0.02475
1,584,0.11825
1,585,0.40525
1,586,0.05825
1,587,0.12725
1,588,0.97925
1,589,0.99075
1,590,0.035
1,591,0.01025
1,592,0.042
1,593,0.006
1,594,0.02875
1,595,0.02975
1,596,0.03075
1,597,0.067
1,598,0.0405
1,599,0.01475
1,600,0.2725
1,601,0.175
1,602,0.4345
1,603,0.9
1,604,0.10575
1,605,0.02775
1,606,0.16275
1,607,0.04
1,608,0.13325
1,609,0.27475
1,610,0.40725
1,611,0.06775
1,612,0.0705
1,613,0.22725
1,614,0.2435
1,615,0.07225
1,616,0.06525
1,617,0.0125
1,618,0.026
1,619,0.16475
1,620,0.137
1,621,0.06175
1,622,0.01375
1,623,0.298
1,624,0.06525
1,625,0.13325
1,626,0.0625
1,627,0.3405
1,628,0.01425
1,629,0.07575
1,630,0.135
1,631,0.0115
1,632,0.025
1,633,0.004
1,634,0.3435
1,635,0.021
1,636,0.00575
1,637,0.05425
1,638,0.033
1,639,0.03675
1,640,0.265
1,641,0.21975
1,642,0.192
1,643,0.31525
1,644,0.01925
1,645,0.134
1,646,0.64925
1,647,0.02575
1,648,0.01925
1,649,0.03525
1,650,0.022
1,651,0.052
1,652,0.039
1,653,0.04175
1,654,0.02375
1,655,0.072
1,656,0.041
1,657,0.00825
1,658,0.069
1,659,0.01325
1,660,0.23475
1,661,0.028
1,662,0.0435
1,663,0.2345
1,664,0.6955
1,665,0.00725
1,666,0.0485
1,667,0.0475
1,668,0.26275
1,669,0.302
1,670,0.0165
1,671,0.07375
1,672,0.08525
1,673,0.00925
1,674,0.07875
1,675,0.48275
1,676,0.1625
1,677,0.046
1,678,0.00375
1,679,0.175
1,680,0.0135
1,681,0.037
1,682,0.20325
1,683,0.07975
1,684,0.043
1,685,0.021
1,686,0.084
1,687,0.0305
1,688,0.21225
1,689,0.06425
1,690,0.18975
1,691,0.421
1,692,0.04875
1,693,0.02775
1,694,0.16875
1,695,0.0165
1,696,0.08275
1,697,0.04725
1,698,0.015
1,699,0.0105
1,700,0.02675
1,701,0.13925
1,702,0.167
1,703,0.04925
1,704,0.0675
1,705,0.08075
1,706,0.0205
1,707,0.05
1,708,0.01125
1,709,0.12075
1,710,0.225
1,711,0.058
1,712,0.045
1,713,0.0115
1,714,0.0295
1,715,0.08475
1,716,0.25225
1,717,0.817
1,718,0.04775
1,719,0.3995
1,720,0.04475
1,721,0.0895
1,722,0.03475
1,723,0.0185
1,724,0.051
1,725,0.044
1,726,0.29425
1,727,0.108
1,728,0.027
1,729,0.04675
1,730,0.067
1,731,0.16
1,732,0.02875
1,733,0.1475
1,734,0.107
1,735,0.0705
1,736,0.01875
1,737,0.0675
1,738,0.014
1,739,0.0895
1,740,0.009
1,741,0.0615
1,742,0.87925
1,743,0.758
1,744,0.04525
1,745,0.497
1,746,0.1655
1,747,0.343
1,748,0.754
1,749,0.1975
1,750,0.641
1,751,0.19075
1,752,0.472
1,753,0.117
1,754,0.1525
1,755,0.3135
1,756,0.24825
1,757,0.10975
1,758,0.26025
1,759,0.296
1,760,0.42675
1,761,0.701
1,762,0.05225
1,763,0.1675
1,764,0.0085
1,765,0.14175
1,766,0.14425
1,767,0.2755
1,768,0.15425
1,769,0.0425
1,770,0.0275
1,771,0.17975
1,772,0.09
1,773,0.20675
1,774,0.19575
1,775,0.061
1,776,0.3325
1,777,0.491
1,778,0.18225
1,779,0.1205
1,780,0.1785
1,781,0.0185
1,782,0.08025
1,783,0.24425
1,784,0.0255
1,785,0.96675
1,786,0.996
1,787,0.35625
1,788,0.08875
1,789,0.263
1,790,0.04625
1,791,0.1695
1,792,0.04775
1,793,0.0885
1,794,0.101
1,795,0.0295
1,796,0.075
1,797,0.32075
1,798,0.07325
1,799,0.05175
1,800,0.05325
1,801,0.29175
1,802,0.0305
1,803,0.04975
1,804,0.07175
1,805,0.0215
1,806,0.32225
1,807,0.21475
1,808,0.0195
1,809,0.26275
1,810,0.01075
1,811,0.0315
1,812,0.0295
1,813,0.10275
1,814,0.12825
1,815,0.02275
1,816,0.19725
1,817,0.031
1,818,0.06725
1,819,0.03
1,820,0.01625
1,821,0.06825
1,822,0.0525
1,823,0.11825
1,824,0.10175
1,825,0.11125
1,826,0.008
1,827,0.17
1,828,0.14025
1,829,0.2585
1,830,0.65725
1,831,0.157
1,832,0.2235
1,833,0.2575
1,834,0.10725
1,835,0.07625
1,836,0.1855
1,837,0.17
1,838,0.0125
1,839,0.0795
1,840,0.406
1,841,0.06575
1,842,0.03675
1,843,0.0645
1,844,0.49725
1,845,0.2045
1,846,0.1165
1,847,0.0375
1,848,0.01025
1,849,0.02
1,850,0.297
1,851,0.073
1,852,0.02175
1,853,0.02775
1,854,0.07175
1,855,0.03425
1,856,0.036
1,857,0.06575
1,858,0.038
1,859,0.01025
1,860,0.121
1,861,0.0795
1,862,0.0515
1,863,0.16375
1,864,0.2045
1,865,0.08375
1,866,0.01175
1,867,0.671
1,868,0.01075
1,869,0.0485
1,870,0.37375
1,871,0.16125
1,872,0.25625
1,873,0.00975
1,874,0.1245
1,875,0.162
1,876,0.04125
1,877,0.07625
1,878,0.11975
1,879,0.02875
1,880,0.2375
1,881,0.369
1,882,0.2895
1,883,0.2395
1,884,0.02775
1,885,0.11425
1,886,0.2515
1,887,0.19275
1,888,0.1085
1,889,0.28925
1,890,0.2405
1,891,0.143
1,892,0.03375
1,893,0.061
1,894,0.048
1,895,0.3035
1,896,0.045
1,897,0.387
1,898,0.22575
1,899,0.27475
1,900,0.5165
1,901,0.26425
1,902,0.2375
1,903,0.05575
1,904,0.19
1,905,0.023
1,906,0.01825
1,907,0.042
1,908,0.039
1,909,0.04825
1,910,0.14525
1,911,0.24475
1,912,0.01425
1,913,0.157
1,914,0.139
1,915,0.0795
1,916,0.10375
1,917,0.22075
1,918,0.08525
1,919,0.11375
1,920,0.15825
1,921,0.54875
1,922,0.0555
1,923,0.038
1,924,0.0335
1,925,0.0345
1,926,0.14875
1,927,0.017
1,928,0.049
1,929,0.063
1,930,0.04375
1,931,0.27975
1,932,0.19275
1,933,0.124
1,934,0.0095
1,935,0.0225
1,936,0.3925
1,937,0.1405
1,938,0.00625
1,939,0.018
1,940,0.024
1,941,0.10175
1,942,0.46475
1,943,0.0805
1,944,0.058
1,945,0.1045
1,946,0.0115
1,947,0.02125
1,948,0.0355
1,949,0.0275
1,950,0.308
1,951,0.358
1,952,0.059
1,953,0.132
1,954,0.13425
1,955,0.06575
1,956,0.088
1,957,0.01925
1,958,0.0175
1,959,0.04325
1,960,0.11325
1,961,0.31875
1,962,0.02625
1,963,0.04625
1,964,0.02375
1,965,0.02025
1,966,0.05025
1,967,0.3555
1,968,0.08475
1,969,0.3055
1,970,0.19175
1,971,0.9075
1,972,0.75
1,973,0.17025
1,974,0.0415
1,975,0.0065
1,976,0.0085
1,977,0.169
1,978,0.017
1,979,0.01175
1,980,0.02575
1,981,0.0685
1,982,0.3755
1,983,0.032
1,984,0.123
1,985,0.029
1,986,0.05825
1,987,0.20775
1,988,0.0845
1,989,0.112
1,990,0.3775
1,991,0.09475
1,992,0.4345
1,993,0.01475
1,994,0.04925
1,995,0.092
1,996,0.03325
1,997,0.22175
1,998,0.12875
1,999,0.49
1,1000,0.31
1,1001,0.14525
1,1002,0.00175
1,1003,0.57375
1,1004,0.156
1,1005,0.05225
