userId,movieId,tag,timestamp
6,1,computer animation,1241947306
7,1,computer animation,1273665178
8,1,computer animation,1242992688
9,1,computer animation,1206662843
10,1,computer animation,1138336930
11,1,computer animation,1330111311
12,1,computer animation,1175632498
13,1,computer animation,1339531991
14,1,computer animation,1253926611
15,1,computer animation,1303168201
1,1,cute,1337209280
1,1,DARING RESCUES,1173304095
1,1,Disney,1291342460
2,1,Disney,1306969977
3,1,disney,1213364083
4,1,Disney,1248658109
5,1,Disney,1174405495
6,1,Disney,1361761729
7,1,Disney,1243748499
8,1,Disney,1257988287
9,1,Disney,1139711712
10,1,Disney,1400002025
11,1,Disney,1273665156
12,1,Disney,1157113242
13,1,Disney,1330111309
14,1,disney,1294130924
15,1,Disney,1209562107
1,1,Disney animated feature,1183933307
1,1,dolls,1339335136
1,1,DVD-Video,1313609929
1,1,Engaging,1180085428
1,1,erlend's DVDs,1165074618
1,1,family,1290312032
2,1,family,1277357449
3,1,family,1329851980
4,1,family,1273665169
5,1,family,1157113254
6,1,family,1290750155
7,1,family,1137501822
8,1,family,1301513201
9,1,family,1339531975
10,1,family,1303168208
11,1,family,1264024089
12,1,family,1284588873
1,1,family film,1424715324
1,1,fanciful,1173304058
1,1,fantasy,1277357430
2,1,fantasy,1258698588
3,1,fantasy,1243748536
4,1,fantasy,1306926130
5,1,fantasy,1312088987
6,1,fantasy,1137501822
7,1,fantasy,1303168211
8,1,fantasy,1246932578
1,1,first cgi film,1157093415
1,1,friendship,1422605756
2,1,friendship,1424715324
1,1,fun,1140391878
2,1,fun,1313154717
1,1,funny,1274197770
2,1,funny,1248658120
3,1,funny,1329851993
4,1,funny,1241947317
5,1,funny,1242992700
6,1,funny,1320784730
7,1,funny,1312088970
8,1,funny,1330111314
9,1,funny,1301513196
10,1,funny,1287505424
11,1,funny,1303168215
12,1,funny,1264024092
13,1,funny,1337209280
14,1,funny,1241721400
15,1,funny,1383552941
1,1,HEROIC MISSION,1173304102
1,1,humorous,1173304049
2,1,humorous,1354154576
3,1,humorous,1274197764
4,1,humorous,1273665174
5,1,humorous,1312088973
6,1,humorous,1339531989
7,1,humorous,1253926613
8,1,humorous,1303168218
9,1,humorous,1264024094
10,1,humorous,1241721401
11,1,humorous,1321563067
1,1,imdb top 250,1172144394
2,1,imdb top 250,1320784725
3,1,imdb top 250,1303168222
4,1,imdb top 250,1264024095
5,1,imdb top 250,1278669201
1,1,innovative,1271634326
1,1,John Lasseter,1239041494
2,1,John Lasseter,1137501822
3,1,John Lasseter,1278669166
1,1,kids and family,1367943150
1,1,kids movie,1152258070
1,1,light,1173304062
1,1,lots of heart,1229405305
1,1,National Film Registry,1228239042
1,1,Pixar,1403306852
2,1,Pixar,1387079572
3,1,Pixar,1159534063
4,1,Pixar,1354154571
5,1,Pixar,1262201311
6,1,Pixar,1139612080
7,1,Pixar,1137524900
8,1,Pixar,1314562155
9,1,Pixar,1163101256
10,1,pixar,1140521984
11,1,Pixar,1400944952
12,1,pixar,1140403371
13,1,Pixar,1274197757
14,1,Pixar,1248658106
15,1,Pixar,1223304727
1,1,Pixar animation,1183934770
2,1,Pixar animation,1262201320
3,1,Pixar animation,1264024083
1,1,rated-G,1137424344
1,1,rousing,1173304074
1,1,soothing,1264876655
1,1,story,1337209279
1,1,the boys,1137115175
1,1,Tim Allen,1158439344
2,1,Tim Allen,1139711712
3,1,Tim Allen,1201710688
4,1,Tim Allen,1330111347
5,1,Tim Allen,1257475340
1,1,time travel,1354154579
2,1,time travel,1161646277
3,1,time travel,1248658100
4,1,time travel,1223304729
5,1,time travel,1273665180
6,1,time travel,1312088989
7,1,time travel,1339531981
8,1,time travel,1303168229
9,1,time travel,1241721420
10,1,time travel,1285014839
11,1,time travel,1193314098
1,1,Tom Hanks,1290312036
2,1,Tom Hanks,1277357411
3,1,Tom Hanks,1274197760
4,1,Tom Hanks,1329852023
5,1,Tom Hanks,1139711712
6,1,Tom Hanks,1201710679
7,1,Tom Hanks,1273665184
8,1,Tom Hanks,1378323576
9,1,Tom Hanks,1242992695
10,1,Tom Hanks,1241435336
11,1,Tom Hanks,1268630966
12,1,Tom Hanks,1290750161
13,1,Tom Hanks,1330111307
14,1,Tom Hanks,1247855015
15,1,Tom Hanks,1339531986
1,1,toy,1140447535
2,1,toy,1190926375
1,1,toys,1140447535
2,1,toys,1190667425
3,1,toys,1243748532
4,1,toys,1329852028
5,1,toys,1266534293
6,1,toys,1290750166
7,1,toys,1138336930
8,1,toys,1302476883
9,1,toys,1303168237
10,1,toys,1246932614
11,1,toys,1422605756
12,1,toys,1424715324
13,1,toys,1147449940
1,1,TOYS COME TO LIFE,1173304091
1,1,Tumey's To See Again,1195383359
1,1,Tumey's VHS,1195574115
1,1,UNLIKELY FRIENDSHIPS,1173304106
1,1,USA,1137501822
1,1,very good,1140376300
1,1,villian hurts toys,1216681687
1,1,voice acting,1337209280
1,1,Want,1145902519
1,1,want to see again,1147206650
1,1,warm,1173304052
1,1,Watched,1417736680
1,1,witty,1387079576
2,1,witty,1173304077
3,1,witty,1314562184
4,1,witty,1274197767
5,1,witty,1243748527
6,1,witty,1290750164
7,1,witty,1339531978
8,1,witty,1303168240
9,1,witty,1337209280
10,1,witty,1241721407
11,1,witty,1285014844
12,1,witty,1289858334
13,1,witty,1256122194
14,1,witty,1271465935
1,1,Woody,1140447535
1,1,ya boy,1140405233
1,2,adapted from:book,1178996523
2,2,adapted from:book,1312089423
3,2,adapted from:book,1303424411
1,2,adventure,1368842814
1,2,animals,1137938951
2,2,animals,1147481006
3,2,animals,1154126754
4,2,animals,1249829524
5,2,animals,1245496938
6,2,animals,1303424415
7,2,animals,1412378107
8,2,animals,1246946401
9,2,animals,1325585308
1,2,bad cgi,1249636776
2,2,bad cgi,1303424415
3,2,bad cgi,1414087602
1,2,based on a book,1240363595
2,2,based on a book,1303424419
3,2,based on a book,1412378113
1,2,board game,1182730036
2,2,board game,1328614308
3,2,board game,1312696062
4,2,board game,1249829603
5,2,board game,1419556176
6,2,board game,1245496957
7,2,board game,1303424420
1,2,childhood recaptured,1178996523
2,2,childhood recaptured,1303424425
3,2,childhood recaptured,1246946419
1,2,childish,1312089444
1,2,Children,1139711697
2,2,Children,1312089408
3,2,children,1249829577
4,2,Children,1240906133
5,2,Children,1303424453
1,2,Chris Van Allsburg,1242196247
2,2,Chris Van Allsburg,1303424484
1,2,CLV,1339262303
1,2,Dynamic CGI Action,1303947323
1,2,fantasy,1328614307
2,2,Fantasy,1139711697
3,2,fantasy,1212775891
4,2,fantasy,1154126755
5,2,fantasy,1325783796
6,2,fantasy,1275477535
7,2,fantasy,1249829526
8,2,fantasy,1250387719
9,2,fantasy,1303424487
10,2,fantasy,1340921558
11,2,fantasy,1323648676
12,2,fantasy,1325585318
1,2,Filmed in BC,1148752833
2,2,Filmed in BC,1303424490
1,2,For children,1137260722
1,2,game,1178996523
2,2,game,1137375552
1,2,herds of CGI animals,1178996523
2,2,herds of CGI animals,1246946413
1,2,horrifying (but not Horror genre),1414087740
1,2,Joe Johnston,1139760498
2,2,Joe Johnston,1310677404
1,2,jungle,1161649970
2,2,jungle,1303424492
1,2,kid flick,1139199853
2,2,kid flick,1320797872
3,2,kid flick,1312089388
4,2,kid flick,1240906149
5,2,kid flick,1303424494
1,2,Kirsten Dunst,1161144002
2,2,Kirsten Dunst,1249829552
3,2,Kirsten Dunst,1303424497
4,2,Kirsten Dunst,1246946409
5,2,Kirsten Dunst,1414087610
1,2,Lebbat,1146925453
1,2,magic board game,1278339208
2,2,magic board game,1412378138
3,2,magic board game,1414087637
1,2,monkey,1137183270
2,2,monkey,1303424498
3,2,monkey,1412378144
4,2,monkey,1414087624
1,2,not for kids,1414087688
1,2,Robin Williams,1328614303
2,2,Robin Williams,1145691722
3,2,Robin Williams,1139760498
4,2,Robin Williams,1306972401
5,2,Robin Williams,1312696070
6,2,Robin Williams,1223305308
7,2,Robin Williams,1181165720
8,2,Robin Williams,1139711697
9,2,Robin Williams,1161143992
10,2,Robin Williams,1331352051
11,2,Robin Williams,1275477534
12,2,Robin Williams,1249829529
13,2,Robin Williams,1250387724
14,2,Robin Williams,1143209727
15,2,Robin Williams,1397839622
1,2,Saturn Award (Best Special Effects),1303424505
1,2,Saturn Award (Best Supporting Actress),1303424507
1,2,scary,1178996523
2,2,scary,1328614313
3,2,scary,1303424508
4,2,scary,1340921562
5,2,scary,1325585311
1,2,see also:Zathura,1178996568
1,2,time,1178996523
2,2,time,1303424509
1,2,time travel,1394473320
2,2,time travel,1178996523
3,2,time travel,1328614316
4,2,time travel,1223305310
5,2,time travel,1312089401
6,2,time travel,1275477538
7,2,time travel,1249829559
8,2,time travel,1419556178
9,2,time travel,1303424512
10,2,time travel,1412378117
11,2,time travel,1340921564
1,3,CLV,1233431029
1,3,comedinha de velhinhos engraÃ§ada,1139323636
1,3,comedinha de velhinhos engraÃƒÂ§ada,1215104388
1,3,comedy,1324954652
1,3,Funniest Movies,1137392925
1,3,grun running,1161649436
1,3,Howard Deutch,1239064997
1,3,Jack Lemmon,1161144193
1,3,moldy,1153650486
2,3,moldy,1143424860
1,3,NO_FA_GANES,1412942598
1,3,old,1153650483
2,3,old,1143424860
1,3,old people that is actually funny,1208582114
1,3,sequel,1354556170
2,3,sequel,1385355832
1,3,sequel fever,1139200232
1,3,Walter Matthau,1161144194
1,4,characters,1360563411
2,4,characters,1335562009
1,4,chick flick,1308558977
2,4,chick flick,1362769982
1,4,CLV,1417809731
1,4,revenge,1308558977
1,5,childhood classics,1179775381
1,5,CLV,1417459060
1,5,Comedy,1425151195
1,5,Diane Keaton,1305522889
1,5,family,1137102574
2,5,family,1147409796
1,5,Fantasy,1171941643
1,5,it thought it was funny but it wasn't,1179775339
1,5,pregnancy,1137373903
2,5,pregnancy,1147409794
1,5,remake,1137373903
1,5,sequel,1137102574
1,5,sequel fever,1139200378
1,5,Steve Martin,1305522889
2,5,steve martin,1140455432
3,5,steve martin,1143209074
4,5,steve martin,1304427888
1,5,Touching,1425151186
1,5,watched under duress,1179775339
1,5,wedding,1137102574
2,5,wedding,1147449768
1,5,worst movies ever,1179775339
1,6,1,1222168380
1,6,7.5-FilmAffinity,1413194252
1,6,action,1399223692
1,6,adultery,1280558675
2,6,adultery,1427028798
1,6,Al and Robert,1161372739
1,6,Al Pacino,1285760191
2,6,Al Pacino,1260657896
3,6,Al Pacino,1366237273
4,6,Al Pacino,1252745486
5,6,Al Pacino,1377859765
6,6,Al Pacino,1399223866
7,6,Al Pacino,1270996042
8,6,Al Pacino,1412027501
9,6,Al Pacino,1181136597
10,6,Al Pacino,1364143002
11,6,al pacino,1272273207
12,6,Al Pacino,1280557881
13,6,Al Pacino,1376577602
14,6,Al Pacino,1385198102
15,6,Al Pacino,1252601825
1,6,amazing cast,1270820833
1,6,atmospheric,1172056104
2,6,atmospheric,1252745488
3,6,atmospheric,1377859791
4,6,atmospheric,1316669137
5,6,atmospheric,1280557889
6,6,atmospheric,1427028847
7,6,atmospheric,1248031517
8,6,atmospheric,1392885737
9,6,atmospheric,1334880951
10,6,atmospheric,1321638203
1,6,authenticity,1359265989
1,6,Bank Heist,1415626553
2,6,Bank Heist,1299298945
1,6,bank robbery,1366237228
2,6,bank robbery,1280558714
3,6,bank robbery,1425206680
4,6,bank robbery,1427028589
5,6,bank robbery,1392885740
6,6,bank robbery,1410978177
1,6,Bechdel Test:Fail,1280558999
1,6,Bibliothek,1138659036
1,6,bleak,1172056114
2,6,bleak,1269460992
3,6,bleak,1280557898
1,6,btaege,1374027994
1,6,Can't remember,1149694325
2,6,Can't remember,1153650935
1,6,career criminal,1280558595
2,6,career criminal,1427028907
1,6,ClearPlay,1194268575
1,6,cliched,1419216052
1,6,CLV,1339092555
1,6,crime,1366237302
2,6,crime,1293591183
3,6,crime,1377859776
4,6,crime,1376577611
5,6,crime,1425206634
6,6,crime,1427028503
7,6,crime,1392885743
8,6,crime,1293408973
1,6,dialogue,1366237346
2,6,dialogue,1269460998
3,6,dialogue,1412027400
4,6,dialogue,1280557908
5,6,dialogue,1248032257
1,6,Do kupienia,1392885818
1,6,dumbed down,1419216024
1,6,electronic soundtrack,1272273207
1,6,ending lame,1213418083
1,6,erlend's DVDs,1285270844
1,6,es un poc de lo de sempre,1422375285
1,6,great acting,1377859774
2,6,great acting,1362833041
3,6,great acting,1412027389
4,6,great acting,1364143010
5,6,great acting,1376577610
6,6,great acting,1425206628
7,6,great acting,1427028710
8,6,great acting,1359325216
9,6,great acting,1364766742
10,6,great acting,1392885747
1,6,gunfight,1366237282
2,6,gunfight,1280557909
3,6,gunfight,1270820886
4,6,gunfight,1427028685
1,6,guns,1280557911
2,6,guns,1427028650
3,6,guns,1137190082
1,6,hollywoodization,1419216095
1,6,imdb top 250,1172144427
2,6,imdb top 250,1344510057
3,6,imdb top 250,1231337329
4,6,imdb top 250,1245291878
5,6,imdb top 250,1392885751
1,6,In The Nucleus,1155597901
1,6,individualism,1257461385
1,6,lame,1419216008
1,6,loner,1280558807
1,6,long,1366237233
2,6,long,1269461003
3,6,long,1291748804
4,6,long,1280557914
5,6,long,1252601866
6,6,long,1138489832
1,6,Los Angeles,1366237289
2,6,Los Angeles,1280559089
3,6,Los Angeles,1427028601
4,6,Los Angeles,1392885753
5,6,Los Angeles,1410982183
1,6,male-female relationship,1280558631
1,6,Michael Mann,1285760184
2,6,Michael Mann,1260657883
3,6,Michael Mann,1353356189
4,6,Michael Mann,1270996048
5,6,Michael Mann,1280557917
6,6,Michael Mann,1302595486
7,6,Michael Mann,1427028502
8,6,Michael Mann,1392885789
9,6,Michael Mann,1285270852
1,6,Natalie Portman,1260657886
2,6,Natalie Portman,1252601843
3,6,Natalie Portman,1344510060
4,6,Natalie Portman,1425206643
5,6,Natalie Portman,1427028777
6,6,Natalie Portman,1392885756
7,6,Natalie Portman,1355490204
1,6,need to own,1165690880
1,6,ONE LAST HEIST,1280558865
1,6,overrated,1152258265
2,6,overrated,1269460985
3,6,overrated,1150590824
4,6,overrated,1364710284
5,6,overrated,1252601861
6,6,overrated,1275999672
7,6,overrated,1138354688
8,6,overrated,1150006061
1,6,owned,1227598679
1,6,philosophy,1377859797
2,6,philosophy,1316669142
3,6,philosophy,1412028352
4,6,philosophy,1280557920
5,6,philosophy,1270820886
6,6,philosophy,1392885761
1,6,police,1366237309
2,6,police,1280558506
3,6,police,1427028851
1,6,professionals,1377859821
2,6,professionals,1427028923
1,6,R,1280559207
2,6,R,1194268575
1,6,R:language,1280559207
1,6,R:violence,1280559206
1,6,real life,1427028805
1,6,realistic,1257461370
2,6,realistic,1242162188
3,6,realistic,1427028862
1,6,realistic action,1368472057
2,6,realistic action,1368285041
3,6,realistic action,1376577616
4,6,realistic action,1425206663
5,6,realistic action,1427028506
6,6,realistic action,1392885765
7,6,realistic action,1410978190
1,6,Recommendz Top Pick,1165087105
2,6,Recommendz Top Pick,1213974329
1,6,relationships,1427028763
1,6,Robert De Niro,1285760192
2,6,Robert De Niro,1260657891
3,6,Robert De Niro,1366237270
4,6,Robert De Niro,1252745484
5,6,Robert De Niro,1377859769
6,6,Robert De Niro,1399223862
7,6,Robert De Niro,1270996045
8,6,Robert De Niro,1412027498
9,6,Robert De Niro,1181136597
10,6,Robert De Niro,1364142994
11,6,robert de niro,1272273207
12,6,Robert De Niro,1280557928
13,6,Robert De Niro,1385198099
14,6,Robert De Niro,1252601835
15,6,Robert De Niro,1275999657
1,6,Seen 2010,1280558988
1,6,seen 2011,1323123342
1,6,setting:LA,1217734139
1,6,slick,1172056117
2,6,slick,1280557935
1,6,slow paced,1316669154
2,6,slow paced,1412027410
3,6,slow paced,1272273207
1,6,somber,1172056133
2,6,somber,1280557943
1,6,soundtrack,1425206701
1,6,suicide,1427028782
1,6,suspense,1377859779
2,6,suspense,1399223975
3,6,suspense,1409669119
4,6,suspense,1376577593
5,6,suspense,1425206631
6,6,suspense,1427028821
7,6,suspense,1364766730
8,6,suspense,1392885771
9,6,suspense,1334880972
10,6,suspense,1355490225
1,6,teenage girl,1280558757
1,6,tense,1366237253
2,6,tense,1172056097
3,6,tense,1377859781
4,6,tense,1316669148
5,6,tense,1409669103
6,6,tense,1280557946
7,6,tense,1376577590
8,6,tense,1425206672
9,6,tense,1364766731
10,6,tense,1392885777
11,6,tense,1334880955
1,6,thieves,1280558470
1,6,too long,1269461010
2,6,too long,1252601858
3,6,too long,1182285986
4,6,too long,1161372739
1,6,Top 10 ever,1140539744
1,6,tough guy,1280558828
1,6,tragic end,1270820886
1,6,Tumey's DVDs,1179305835
1,6,Val Kilmer,1260657904
2,6,Val Kilmer,1366237264
3,6,Val Kilmer,1280557954
4,6,Val Kilmer,1344510064
5,6,Val Kilmer,1425206642
6,6,Val Kilmer,1427028592
7,6,Val Kilmer,1392885779
1,6,violent,1427028747
1,6,visceral,1172056100
2,6,visceral,1280557960
3,6,visceral,1427028897
4,6,visceral,1359325240
1,6,vontatott,1137663985
1,6,Want,1145903117
1,6,who cares DVDs,1217734091
1,6,witty,1172056120
1,7,based on a play,1409535205
2,7,based on a play,1242067279
3,7,based on a play,1226742764
1,7,chick flick,1409535272
2,7,chick flick,1137102683
3,7,chick flick,1242523031
4,7,chick flick,1242067265
1,7,CLV,1339093746
1,7,Drama,1315882973
1,7,finding yourself,1409535255
2,7,finding yourself,1315882973
1,7,great cast,1315882973
2,7,great cast,1317021232
1,7,Greg Kinnear,1187161220
2,7,Greg Kinnear,1409535231
3,7,Greg Kinnear,1315882973
4,7,Greg Kinnear,1145738206
1,7,Harrison Ford,1409535193
2,7,Harrison Ford,1242067268
3,7,Harrison Ford,1317021217
4,7,Harrison Ford,1231105594
1,7,Julia Ormond,1315882973
2,7,Julia Ormond,1242067271
1,7,love story,1315882973
1,7,Nancy Marchand,1242067273
1,7,NO_FA_GANES,1412942470
1,7,Paris,1409535396
1,7,relationships,1139446093
1,7,remadeAs:Sabrina(1995),1186839362
1,7,remake,1409535201
2,7,remake,1137102683
3,7,remake,1219264646
4,7,remake,1242523042
5,7,remake,1168666264
6,7,remake,1242067276
7,7,remake,1296398939
8,7,remake,1137375642
9,7,remake,1138731279
1,7,remakeOf:Sabrina(1954),1186839362
1,7,romance,1187161195
2,7,romance,1219264644
3,7,Romance,1174402452
4,7,romance,1320828054
1,7,ugly duckling,1409535396
1,7,upstairs-downstairs,1186839378
1,8,adapted from:book,1183425179
1,8,author:Mark Twain,1183417635
1,8,based on a book,1232509423
1,8,Library System,1291733389
1,8,Mark Twain,1232509423
1,8,Peter Hewitt,1302804237
1,8,seen,1354062797
1,9,action,1367413471
1,9,Can't remember,1149491311
1,9,CLV,1417466347
1,9,jean-claude van damme,1367413471
2,9,Jean-Claude Van Damme,1350132923
3,9,Jean-Claude Van Damme,1181320916
4,9,Jean-Claude Van Damme,1300401461
1,9,Peter Hyams,1367413471
2,9,Peter Hyams,1300403135
1,10,007,1207767113
2,10,007,1140788782
3,10,007,1139199448
4,10,007,1241395920
5,10,007,1244207159
6,10,007,1137204462
7,10,007,1244381912
8,10,007,1152540548
9,10,007,1258385357
10,10,007,1139672971
11,10,007,1206902297
12,10,007,1369448870
1,10,007 (series),1241137891
2,10,007 (series),1244207160
1,10,007 movies are bad.,1359142828
1,10,action,1139711095
2,10,action,1244207164
3,10,action,1244381910
1,10,adventure,1139711095
1,10,assassin,1226944839
1,10,BD-Video,1390854023
1,10,Best Of the Brosnon Bonds,1139877252
1,10,Bob*ola,1422230026
1,10,Bond,1207767135
2,10,Bond,1139199448
3,10,bond,1140403870
4,10,Bond,1145440676
5,10,Bond,1157948810
6,10,Bond,1138419481
7,10,Bond,1152540546
8,10,Bond,1210559200
9,10,Bond,1137208942
10,10,Bond,1162592605
11,10,Bond,1139672971
12,10,Bond,1206902276
13,10,Bond,1153392368
1,10,boys with toys,1206902319
1,10,btaege,1373920437
1,10,Caribbean,1246570014
1,10,CLV,1233427339
1,10,dark,1369448990
1,10,espionage,1158437828
2,10,espionage,1297105649
3,10,espionage,1304115690
4,10,espionage,1244207169
5,10,espionage,1246471941
6,10,espionage,1369448883
1,10,franchise,1196517851
1,10,funny,1369448983
1,10,gadgets,1244207172
2,10,gadgets,1206902308
1,10,good dialogue,1161647042
2,10,good dialogue,1369448889
1,10,I wanted the bad guy to win.  Sean Bean out-Bonds Bond.,1138648343
1,10,it's a good movie but the end of 007 is always the same,1140375888
1,10,james bond,1137302543
2,10,James Bond,1297105647
3,10,James Bond,1272587746
4,10,James Bond,1181139172
5,10,James Bond,1139047196
6,10,James Bond,1139711095
7,10,James Bond,1241395922
8,10,James Bond,1244207167
9,10,james bond,1137204462
10,10,James Bond,1245445600
11,10,James Bond,1244381895
12,10,James Bond,1258385360
13,10,James Bond,1316102385
14,10,James Bond,1369448874
1,10,Judi Dench,1244207179
1,10,killer as protagonist,1226944839
1,10,Latin America,1248165766
1,10,Memorable Characters,1369448920
1,10,memorable lines,1369448930
1,10,MTSKAF,1372721914
1,10,murder,1177184821
1,10,one-liners,1369448899
1,10,owned,1227536185
1,10,Pierce Brosnan,1265424817
2,10,Pierce Brosnan,1181139172
3,10,Pierce Brosnan,1249075112
4,10,Pierce Brosnan,1244207181
5,10,Pierce Brosnan,1244381901
6,10,Pierce Brosnan,1270461076
7,10,Pierce Brosnan,1316102387
1,10,Puerto Rico,1246570014
1,10,Sean Bean dies,1141882988
1,10,secret service,1244207184
2,10,secret service,1206902384
1,10,seen more than once,1330628407
2,10,seen more than once,1153651587
1,10,sequel,1206902400
1,10,sexuality,1369448943
1,10,spies,1244207188
2,10,spies,1206902377
1,10,tank chase scene,1178249646
1,10,Tumey's DVDs,1185872164
1,10,violence,1244207190
2,10,violence,1206902328
1,11,23.03.06,1246389859
1,11,Aaron Sorkin,1335786745
2,11,Aaron Sorkin,1241551460
3,11,Aaron Sorkin,1159898993
1,11,Amazing kung fu,1171941564
1,11,Annette Bening,1315881322
1,11,Bibliothek,1246389858
1,11,clever dialogue,1257953844
2,11,clever dialogue,1352760967
1,11,CLV,1417385334
1,11,cute,1144601714
2,11,cute,1352760979
1,11,decent flick,1165804667
1,11,Drama,1174411069
1,11,DVD Collection,1217475578
1,11,ethics,1315881322
1,11,girlie movie,1137528929
2,11,girlie movie,1352760977
1,11,great cast,1315881322
1,11,great performances,1315881322
2,11,great performances,1352760965
1,11,great story,1315881322
1,11,Martin Sheen,1352760959
1,11,Michael Douglas,1315881322
2,11,Michael Douglas,1352760943
3,11,Michael Douglas,1241551490
1,11,morals,1315881322
1,11,NO_FA_GANES,1412943057
1,11,politics,1216312151
2,11,politics,1352760957
3,11,politics,1245059601
4,11,politics,1137374904
5,11,politics,1241551474
1,11,president,1187162596
2,11,president,1138955933
3,11,president,1137374904
1,11,Rob Reiner,1299643041
2,11,Rob Reiner,1352760954
1,11,Romance,1174411069
2,11,Romance,1290451589
3,11,Romance,1286207849
1,11,screenwriter:Aaron Sorkin,1302545741
1,11,seen,1246389859
1,11,seen more than once,1146999699
1,11,single parents,1245059594
1,11,US President,1138955933
2,11,US President,1244888760
1,11,White House,1138956008
1,12,BD-R,1374424391
1,12,gothic,1162684503
1,12,Leslie Nielsen,1247522462
1,12,Mel Brooks,1165525176
2,12,Mel Brooks,1328740545
3,12,Mel Brooks,1247522469
1,12,spoof,1247522467
2,12,spoof,1188258162
1,12,vampire,1138035380
1,13,dogsled,1211484642
1,13,Ei muista,1140552109
1,13,Simon Wells,1300336002
1,13,sort of boring,1165728709
1,13,wolves,1365945485
1,14,Anthony Hopkins,1188726619
1,14,based on a true story,1400031582
2,14,based on a true story,1188844420
1,14,biographical,1400031626
2,14,biographical,1189333940
1,14,biopic,1228924881
1,14,character based on real person:Richard Nixon,1228924881
1,14,cinematographer:Robert Richardson,1225758089
1,14,CLV,1403549359
1,14,corruption,1245502577
1,14,Drama,1188726619
1,14,Historical opinion,1188683467
1,14,Oliver Stone,1187220013
2,14,Oliver Stone,1400031626
3,14,Oliver Stone,1181310150
1,14,own,1142919122
1,14,political drama,1187712152
1,14,politics,1400031573
2,14,politics,1245502562
3,14,politics,1137375623
1,14,president,1186758944
2,14,president,1137375623
1,14,true story,1245502577
1,14,Tumey's VHS,1199470692
1,14,US President,1228924901
2,14,US President,1245502554
1,15,action,1400315446
1,15,adventure,1400315444
1,15,better than I remembered,1400315470
1,15,big budget,1412275608
1,15,CLV,1406934030
1,15,Frank Langella,1400315462
1,15,Geena Davis,1400315458
1,15,humor,1400315453
1,15,Pirate,1400315433
2,15,Pirate,1139235977
3,15,Pirate,1312061091
1,15,pirates,1183419994
2,15,pirates,1400315435
3,15,pirates,1385400805
4,15,pirates,1164498257
5,15,pirates,1253470997
6,15,pirates,1312061086
1,15,sexuality,1385400892
1,15,sword fight,1400315450
1,15,treasure,1367690716
2,15,treasure,1400315436
3,15,treasure,1367437283
4,15,treasure,1385400806
5,15,treasure,1367610668
6,15,treasure,1367432072
7,15,treasure,1367700107
8,15,treasure,1367756283
